kingdom,phylum,class,order,family,genus,species,reads,sample
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,6944,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,4073,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,1863,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia hominis,4117,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis,4772,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia rectibacter,323,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,6611,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea formicigenerans,2135,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,5717,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3841,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster asparagiformis,553,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,34,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,3596,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,369,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,51,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,3899,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,3333,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,24,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira eligens,1285,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,224,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Qiania,Qiania dongpingensis,77,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,37,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Chordicoccus,Chordicoccus furentiruminis,29,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,Stomatobaculum sp. F0698,21,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum gingivalis,19,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. M62/1,235392,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. SY8519,62,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cadaveris,35,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium bornimense,38,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi,1960,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium diversum,162,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Aminipila,Aminipila luticellarii,26,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,10891,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp. MSJ-33,2250,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,1081,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum,819,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium hominis,149,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium maltosivorans,87,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium limosum,31,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Christensenella minuta,872,C0219776_S76
Bacteria,Bacillota,Clostridia,Eubacteriales,Maliibacteriaceae,Maliibacterium,Maliibacterium massiliense,533,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,8340,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,7569,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,62,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,8476,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ruminis,304,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,477,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,617,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,23,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,85,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus,1460,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,145,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,98,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,126,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. oral taxon 431,70,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,136,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,150,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,52,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,72,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,227,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,12,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus acidominimus,14,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ilei,37,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris,47,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,27,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,63,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,62,C0219776_S76
Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,34,C0219776_S76
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,14452,C0219776_S76
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,6604,C0219776_S76
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,6465,C0219776_S76
Bacteria,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,25,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium sp. co_0103,26125,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,6007,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,[Clostridium] innocuum,20709,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia ramosa,2035,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia spiroformis,29,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longicatena,Longicatena caecimuris,173,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis,98,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale,20,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter bilis,50,C0219776_S76
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter sanguinis,11,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,19238,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera hexanoica,133,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,322,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister hominis,612,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister massiliensis,464,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,152,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,49,C0219776_S76
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella rogosae,63,C0219776_S76
Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp. Marseille-Q4147,4443,C0219776_S76
Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,3002,C0219776_S76
Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,5086,C0219776_S76
Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,448,C0219776_S76
Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,872,C0219776_S76
Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,507,C0219776_S76
Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena,51,C0219776_S76
Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas ruminantium,17,C0219776_S76
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,101,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,10823,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,37,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,359,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella massiliensis,48,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,29,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. oral taxon 807,26,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,87,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,35,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,29,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Raoultibacter timonensis,18,C0219776_S76
Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella,Berryella intestinalis,16,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia sp. HMT-172,1486,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,365,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 414,155,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. HMT897,136,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces pacaensis,162,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris,377,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces naeslundii,41,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces massiliensis,29,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces israelii,19,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,2008,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,411,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,101,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,37,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,48,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,16,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,65,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,17,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,118,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia propionica,45,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,25,C0219776_S76
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,65,C0219776_S76
Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,13,C0219776_S76
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,561210,C0219776_S76
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia massiliensis,1248,C0219776_S76
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia biwaensis,95,C0219776_S76
Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum,69599,C0219776_S76
Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,Pyramidobacter piscolens,56298,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,93875,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,72,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp. A7,1634,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,10721,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,1336,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,374,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,5054,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,192,C0219776_S76
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium salpingitidis,19,C0219776_S76
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,662,C0219776_S76
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,413,C0219776_S76
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter aliiformigenes,928,C0219776_S76
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema peruense,7747,C0219776_S76
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema denticola,12,C0219776_S76
Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,2724,C0219776_S76
Bacteria,Candidatus Saccharibacteria,Candidatus Saccharimonadia,Candidatus Nanosynbacterales,Candidatus Nanosynbacteraceae,Candidatus Nanosynbacter,Candidatus Nanosynbacter sp. HMT-352,178,C0219776_S76
Bacteria,Candidatus Saccharibacteria,Candidatus Saccharimonadia,Candidatus Nanosynbacterales,Candidatus Nanosynbacteraceae,Candidatus Nanosynbacter,Candidatus Nanosynbacter lyticus,37,C0219776_S76
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia vaginalis,42,C0219776_S76
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. TLL-48-HuF1,47086,C0219776_S76
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,3733,C0219776_S76
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,3833,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Canhaevirus,Canhaevirus faecalis,3833,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Canhaevirus,Canhaevirus hiberniae,1485,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus splanchnicus,3273,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,1289,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus americanus,351,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus faecalis,59,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus intestinalis,36,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Blohavirus,Blohavirus americanus,3104,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Blohavirus,Blohavirus faecalis,260,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Buchavirus,Buchavirus intestinalis,41,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Buorbuivirus,Buorbuivirus hominis,24,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Afonbuvirus,Afonbuvirus intestinihominis,349,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Afonbuvirus,Afonbuvirus coli,134,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Afonbuvirus,Afonbuvirus faecalis,129,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Birpovirus,Birpovirus hominis,214,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Birpovirus,Birpovirus hiberniae,33,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus intestinalis,103,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus hominis,88,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus hiberniae,18,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Carjivirus,Carjivirus communis,3148,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Carjivirus,Carjivirus hominis,135,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Kahnovirus,Kahnovirus oralis,865,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Kahnovirus,Kahnovirus copri,41,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Kingevirus,Kingevirus communis,144,C0219776_S76
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Junduvirus,Junduvirus communis,88,C0219776_S76
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,1094919,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. DH3716P,208312,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. M10,7126,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CACC 737,15354,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D2,2625,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HF-162,5451,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. A1C1,1271,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,282327,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,98859,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,350218,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,136830,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,109014,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,55196,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,11328,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii,6510,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,7023,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,27899,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,3987,C0219524_S45
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecium,2429,C0219524_S45
